NAME,Prob,C,FACTOR,UNITS,DESC,SOURCE,SYM,DIST,PARM2(EF),CCF GROUP,LINK,EQUATION,NOTES,LOCATE,MTIME,TYPE,RATE,U,RATEDIST,RATEEF,STYLE,Support,ModelNotes,Template,SeedValue,Constituents,LoopMarker,Badges,SupportedBy,Attachments,TemplateName
X238-MT2,0.0007197409,3,72H,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X239-1,0.01429682,3,STANDBY-IE,,Load rejection offsite power lost,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X239-1-MT,0.0007197409,3,72H,,Load rejection offsite power lost,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X239-2,0.01429682,3,STANDBY-IE,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X239-MT1,0.0007197409,3,72H,,Load rejection offsite power lost,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X239-MT2,0.0007197409,3,72H,,service - offsite power - all,,U,,,,,,,,,B10-SERVICE-OFFSITEPOWER-ALL,,,,,,,,,,,,,,,
X23-MT1,0.005982036,3,DEMAND,,Inlet valve fails open,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X23-MT2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X241-1,0.09516259,3,DEMAND,,inadvertent turbine trip logic failure,,U,,,X241-1/2,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X241-1/2_1_2,0.02379,,2.379E-02,,CCF of two components: X241-1 & X241-1-MT,,Y,,,,,,,,,,,,,,,,,,,"X241-1,X241-1-MT",,,,,
X241-1/2_1_3,0.02379,,2.379E-02,,CCF of two components: X241-1 & X241-2,,Y,,,,,,,,,,,,,,,,,,,"X241-1,X241-2",,,,,
X241-1/2_1_4,0.02379,,2.379E-02,,CCF of two components: X241-1 & X241-MT1,,Y,,,,,,,,,,,,,,,,,,,"X241-1,X241-MT1",,,,,
X241-1/2_1_5,0.02379,,2.379E-02,,CCF of two components: X241-1 & X241-MT2,,Y,,,,,,,,,,,,,,,,,,,"X241-1,X241-MT2",,,,,
X241-1/2_2_3,0.02379,,2.379E-02,,CCF of two components: X241-1-MT & X241-2,,Y,,,,,,,,,,,,,,,,,,,"X241-1-MT,X241-2",,,,,
X241-1/2_2_4,0.02379,,2.379E-02,,CCF of two components: X241-1-MT & X241-MT1,,Y,,,,,,,,,,,,,,,,,,,"X241-1-MT,X241-MT1",,,,,
X241-1/2_2_5,0.02379,,2.379E-02,,CCF of two components: X241-1-MT & X241-MT2,,Y,,,,,,,,,,,,,,,,,,,"X241-1-MT,X241-MT2",,,,,
X241-1/2_3_4,0.02379,,2.379E-02,,CCF of two components: X241-2 & X241-MT1,,Y,,,,,,,,,,,,,,,,,,,"X241-2,X241-MT1",,,,,
X241-1/2_3_5,0.02379,,2.379E-02,,CCF of two components: X241-2 & X241-MT2,,Y,,,,,,,,,,,,,,,,,,,"X241-2,X241-MT2",,,,,
X241-1/2_4_5,0.02379,,2.379E-02,,CCF of two components: X241-MT1 & X241-MT2,,Y,,,,,,,,,,,,,,,,,,,"X241-MT1,X241-MT2",,,,,
X241-1-MT,0.09516259,3,DEMAND,,inadvertent turbine trip logic failure,,U,,,X241-1/2,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X241-2,0.09516259,3,DEMAND,,Turbine - generator - inadvertent trip,,U,,,X241-1/2,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X241-MT1,0.09516259,3,DEMAND,,inadvertent turbine trip logic failure,,U,,,X241-1/2,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X241-MT2,0.09516259,3,DEMAND,,Turbine - generator - inadvertent trip,,U,,,X241-1/2,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X243-1,0.09516259,3,DEMAND,,inadvertent turbine trip logic failure,,U,,,X243-1/2,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X243-1/2_1_2,0.02379,,2.379E-02,,CCF of two components: X243-1 & X243-1-MT,,Y,,,,,,,,,,,,,,,,,,,"X243-1,X243-1-MT",,,,,
X243-1/2_1_3,0.02379,,2.379E-02,,CCF of two components: X243-1 & X243-2,,Y,,,,,,,,,,,,,,,,,,,"X243-1,X243-2",,,,,
X243-1/2_1_4,0.02379,,2.379E-02,,CCF of two components: X243-1 & X243-MT1,,Y,,,,,,,,,,,,,,,,,,,"X243-1,X243-MT1",,,,,
X243-1/2_1_5,0.02379,,2.379E-02,,CCF of two components: X243-1 & X243-MT2,,Y,,,,,,,,,,,,,,,,,,,"X243-1,X243-MT2",,,,,
X243-1/2_2_3,0.02379,,2.379E-02,,CCF of two components: X243-1-MT & X243-2,,Y,,,,,,,,,,,,,,,,,,,"X243-1-MT,X243-2",,,,,
X243-1/2_2_4,0.02379,,2.379E-02,,CCF of two components: X243-1-MT & X243-MT1,,Y,,,,,,,,,,,,,,,,,,,"X243-1-MT,X243-MT1",,,,,
X243-1/2_2_5,0.02379,,2.379E-02,,CCF of two components: X243-1-MT & X243-MT2,,Y,,,,,,,,,,,,,,,,,,,"X243-1-MT,X243-MT2",,,,,
X243-1/2_3_4,0.02379,,2.379E-02,,CCF of two components: X243-2 & X243-MT1,,Y,,,,,,,,,,,,,,,,,,,"X243-2,X243-MT1",,,,,
X243-1/2_3_5,0.02379,,2.379E-02,,CCF of two components: X243-2 & X243-MT2,,Y,,,,,,,,,,,,,,,,,,,"X243-2,X243-MT2",,,,,
X243-1/2_4_5,0.02379,,2.379E-02,,CCF of two components: X243-MT1 & X243-MT2,,Y,,,,,,,,,,,,,,,,,,,"X243-MT1,X243-MT2",,,,,
X243-1-MT,0.09516259,3,DEMAND,,inadvertent turbine trip logic failure,,U,,,X243-1/2,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X243-2,0.09516259,3,DEMAND,,Turbine - generator - inadvertent trip,,U,,,X243-1/2,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X243-MT1,0.09516259,3,DEMAND,,inadvertent turbine trip logic failure,,U,,,X243-1/2,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X243-MT2,0.09516259,3,DEMAND,,Turbine - generator - inadvertent trip,,U,,,X243-1/2,,,,,,B16-TURBINE-GENERATOR-TRIP,,,,,,,,,,,,,,,
X244-1,0.008721743,3,IE-YEAR,,Bus 111 offsite feeder breaker fails open,,U,,,X244-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X244-1/2_1_2,0.000323,,3.23E-04,,CCF of two components: X244-1 & X244-2,,Y,,,,,,,,,,,,,,,,,,,"X244-1,X244-2",,,,,
X244-1/2_1_3,0.000323,,3.23E-04,,CCF of two components: X244-1 & X244-MT1,,Y,,,,,,,,,,,,,,,,,,,"X244-1,X244-MT1",,,,,
X244-1/2_1_4,0.000323,,3.23E-04,,CCF of two components: X244-1 & X244-MT2,,Y,,,,,,,,,,,,,,,,,,,"X244-1,X244-MT2",,,,,
X244-1/2_2_3,0.000323,,3.23E-04,,CCF of two components: X244-2 & X244-MT1,,Y,,,,,,,,,,,,,,,,,,,"X244-2,X244-MT1",,,,,
X244-1/2_2_4,0.000323,,3.23E-04,,CCF of two components: X244-2 & X244-MT2,,Y,,,,,,,,,,,,,,,,,,,"X244-2,X244-MT2",,,,,
X244-1/2_3_4,0.000323,,3.23E-04,,CCF of two components: X244-MT1 & X244-MT2,,Y,,,,,,,,,,,,,,,,,,,"X244-MT1,X244-MT2",,,,,
X244-2,0.008721743,3,IE-YEAR,,Circuit breaker - general - premature transfer,,U,,,X244-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X244-MT1,7.199741E-05,3,72H,,Bus 111 offsite feeder breaker fails open,,U,,,X244-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X244-MT2,7.199741E-05,3,72H,,Circuit breaker - general - premature transfer,,U,,,X244-1/2,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X24A/B_1_10,0.0001902,,1.902E-04,,CCF of two components: X24-A-1 & X24-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-1,X24-MT2",,,,,
X24A/B_1_2,0.0001902,,1.902E-04,,CCF of two components: X24-A-1 & X24-A-2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-1,X24-A-2",,,,,
X24A/B_1_3,0.0001902,,1.902E-04,,CCF of two components: X24-A-1 & X24-A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-1,X24-A-MT1",,,,,
X24A/B_1_4,0.0001902,,1.902E-04,,CCF of two components: X24-A-1 & X24-A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-1,X24-A-MT2",,,,,
X24A/B_1_5,0.0001902,,1.902E-04,,CCF of two components: X24-A-1 & X24-B-1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-1,X24-B-1",,,,,
X24A/B_1_6,0.0001902,,1.902E-04,,CCF of two components: X24-A-1 & X24-B-2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-1,X24-B-2",,,,,
X24A/B_1_7,0.0001902,,1.902E-04,,CCF of two components: X24-A-1 & X24-B-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-1,X24-B-MT1",,,,,
X24A/B_1_8,0.0001902,,1.902E-04,,CCF of two components: X24-A-1 & X24-B-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-1,X24-B-MT2",,,,,
X24A/B_1_9,0.0001902,,1.902E-04,,CCF of two components: X24-A-1 & X24-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-1,X24-MT1",,,,,
X24A/B_2_10,0.0001902,,1.902E-04,,CCF of two components: X24-A-2 & X24-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-2,X24-MT2",,,,,
X24A/B_2_3,0.0001902,,1.902E-04,,CCF of two components: X24-A-2 & X24-A-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-2,X24-A-MT1",,,,,
X24A/B_2_4,0.0001902,,1.902E-04,,CCF of two components: X24-A-2 & X24-A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-2,X24-A-MT2",,,,,
X24A/B_2_5,0.0001902,,1.902E-04,,CCF of two components: X24-A-2 & X24-B-1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-2,X24-B-1",,,,,
X24A/B_2_6,0.0001902,,1.902E-04,,CCF of two components: X24-A-2 & X24-B-2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-2,X24-B-2",,,,,
X24A/B_2_7,0.0001902,,1.902E-04,,CCF of two components: X24-A-2 & X24-B-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-2,X24-B-MT1",,,,,
X24A/B_2_8,0.0001902,,1.902E-04,,CCF of two components: X24-A-2 & X24-B-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-2,X24-B-MT2",,,,,
X24A/B_2_9,0.0001902,,1.902E-04,,CCF of two components: X24-A-2 & X24-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-2,X24-MT1",,,,,
X24A/B_3_10,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT1 & X24-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT1,X24-MT2",,,,,
X24A/B_3_4,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT1 & X24-A-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT1,X24-A-MT2",,,,,
X24A/B_3_5,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT1 & X24-B-1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT1,X24-B-1",,,,,
X24A/B_3_6,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT1 & X24-B-2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT1,X24-B-2",,,,,
X24A/B_3_7,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT1 & X24-B-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT1,X24-B-MT1",,,,,
X24A/B_3_8,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT1 & X24-B-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT1,X24-B-MT2",,,,,
X24A/B_3_9,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT1 & X24-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT1,X24-MT1",,,,,
X24A/B_4_10,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT2 & X24-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT2,X24-MT2",,,,,
X24A/B_4_5,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT2 & X24-B-1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT2,X24-B-1",,,,,
X24A/B_4_6,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT2 & X24-B-2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT2,X24-B-2",,,,,
X24A/B_4_7,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT2 & X24-B-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT2,X24-B-MT1",,,,,
X24A/B_4_8,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT2 & X24-B-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT2,X24-B-MT2",,,,,
X24A/B_4_9,0.0001902,,1.902E-04,,CCF of two components: X24-A-MT2 & X24-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-A-MT2,X24-MT1",,,,,
X24A/B_5_10,0.0001902,,1.902E-04,,CCF of two components: X24-B-1 & X24-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-B-1,X24-MT2",,,,,
X24A/B_5_6,0.0001902,,1.902E-04,,CCF of two components: X24-B-1 & X24-B-2,,Y,,,,,,,,,,,,,,,,,,,"X24-B-1,X24-B-2",,,,,
X24A/B_5_7,0.0001902,,1.902E-04,,CCF of two components: X24-B-1 & X24-B-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-B-1,X24-B-MT1",,,,,
X24A/B_5_8,0.0001902,,1.902E-04,,CCF of two components: X24-B-1 & X24-B-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-B-1,X24-B-MT2",,,,,
X24A/B_5_9,0.0001902,,1.902E-04,,CCF of two components: X24-B-1 & X24-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-B-1,X24-MT1",,,,,
X24A/B_6_10,0.0001902,,1.902E-04,,CCF of two components: X24-B-2 & X24-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-B-2,X24-MT2",,,,,
X24A/B_6_7,0.0001902,,1.902E-04,,CCF of two components: X24-B-2 & X24-B-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-B-2,X24-B-MT1",,,,,
X24A/B_6_8,0.0001902,,1.902E-04,,CCF of two components: X24-B-2 & X24-B-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-B-2,X24-B-MT2",,,,,
X24A/B_6_9,0.0001902,,1.902E-04,,CCF of two components: X24-B-2 & X24-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-B-2,X24-MT1",,,,,
X24A/B_7_10,0.0001902,,1.902E-04,,CCF of two components: X24-B-MT1 & X24-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-B-MT1,X24-MT2",,,,,
X24A/B_7_8,0.0001902,,1.902E-04,,CCF of two components: X24-B-MT1 & X24-B-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-B-MT1,X24-B-MT2",,,,,
X24A/B_7_9,0.0001902,,1.902E-04,,CCF of two components: X24-B-MT1 & X24-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-B-MT1,X24-MT1",,,,,
X24A/B_8_10,0.0001902,,1.902E-04,,CCF of two components: X24-B-MT2 & X24-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-B-MT2,X24-MT2",,,,,
X24A/B_8_9,0.0001902,,1.902E-04,,CCF of two components: X24-B-MT2 & X24-MT1,,Y,,,,,,,,,,,,,,,,,,,"X24-B-MT2,X24-MT1",,,,,
X24A/B_9_10,0.0001902,,1.902E-04,,CCF of two components: X24-MT1 & X24-MT2,,Y,,,,,,,,,,,,,,,,,,,"X24-MT1,X24-MT2",,,,,
X24-A-1,0.08387274,3,IE-YEAR,,Excessive leakage,,B,,,X24A/B,,,,,,B2-HEATER-TUBE-LEAK,,,,,,,,,,,,,,,
X24-A-2,0.08387274,3,IE-YEAR,,feedwater heater - Tubes - leak,,B,,,X24A/B,,,,,,B2-HEATER-TUBE-LEAK,,,,,,,,,,,,,,,
X24-A-MT1,0.0007197409,3,72H,,Excessive leakage,,B,,,X24A/B,,,,,,B2-HEATER-TUBE-LEAK,,,,,,,,,,,,,,,
X24-A-MT2,0.0007197409,3,72H,,feedwater heater - Tubes - leak,,B,,,X24A/B,,,,,,B2-HEATER-TUBE-LEAK,,,,,,,,,,,,,,,
X24-B-1,0.08387274,3,IE-YEAR,,Excessive leakage,,B,,,X24A/B,,,,,,B2-HEATER-TUBE-LEAK,,,,,,,,,,,,,,,
X24-B-2,0.08387274,3,IE-YEAR,,feedwater heater - Tubes - leak,,B,,,X24A/B,,,,,,B2-HEATER-TUBE-LEAK,,,,,,,,,,,,,,,
X24-B-MT1,0.0007197409,3,72H,,Excessive leakage,,B,,,X24A/B,,,,,,B2-HEATER-TUBE-LEAK,,,,,,,,,,,,,,,
X24-B-MT2,0.0007197409,3,72H,,feedwater heater - Tubes - leak,,B,,,X24A/B,,,,,,B2-HEATER-TUBE-LEAK,,,,,,,,,,,,,,,
X24-MT1,0.0007197409,3,72H,,Excessive leakage,,B,,,X24A/B,,,,,,B2-HEATER-TUBE-LEAK,,,,,,,,,,,,,,,
X24-MT2,0.0007197409,3,72H,,feedwater heater - Tubes - leak,,B,,,X24A/B,,,,,,B2-HEATER-TUBE-LEAK,,,,,,,,,,,,,,,
X25-1,0.005982036,3,DEMAND,,Valve C fails closed,,B,,,MOV-FTO,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X25-2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,MOV-FTO,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X25-MT1,0.005982036,3,DEMAND,,Valve C fails closed,,B,,,MOV-FTO,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X25-MT2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,MOV-FTO,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X26-1,0.005982036,3,DEMAND,,Inlet valve fails open,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X26-2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X26-MT1,0.005982036,3,DEMAND,,Inlet valve fails open,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X26-MT2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X27/28_1_2,0.0002136,,2.136E-04,,CCF of two components: X27-1 & X27-2,,Y,,,,,,,,,,,,,,,,,,,"X27-1,X27-2",,,,,
X27/28_1_3,0.0002136,,2.136E-04,,CCF of two components: X27-1 & X27-MT1,,Y,,,,,,,,,,,,,,,,,,,"X27-1,X27-MT1",,,,,
X27/28_1_4,0.0002136,,2.136E-04,,CCF of two components: X27-1 & X27-MT2,,Y,,,,,,,,,,,,,,,,,,,"X27-1,X27-MT2",,,,,
X27/28_1_5,0.0002136,,2.136E-04,,CCF of two components: X27-1 & X28-1,,Y,,,,,,,,,,,,,,,,,,,"X27-1,X28-1",,,,,
X27/28_1_6,0.0002136,,2.136E-04,,CCF of two components: X27-1 & X28-2,,Y,,,,,,,,,,,,,,,,,,,"X27-1,X28-2",,,,,
X27/28_1_7,0.0002136,,2.136E-04,,CCF of two components: X27-1 & X28-MT1,,Y,,,,,,,,,,,,,,,,,,,"X27-1,X28-MT1",,,,,
X27/28_1_8,0.0002136,,2.136E-04,,CCF of two components: X27-1 & X28-MT2,,Y,,,,,,,,,,,,,,,,,,,"X27-1,X28-MT2",,,,,
X27/28_2_3,0.0002136,,2.136E-04,,CCF of two components: X27-2 & X27-MT1,,Y,,,,,,,,,,,,,,,,,,,"X27-2,X27-MT1",,,,,
X27/28_2_4,0.0002136,,2.136E-04,,CCF of two components: X27-2 & X27-MT2,,Y,,,,,,,,,,,,,,,,,,,"X27-2,X27-MT2",,,,,
X27/28_2_5,0.0002136,,2.136E-04,,CCF of two components: X27-2 & X28-1,,Y,,,,,,,,,,,,,,,,,,,"X27-2,X28-1",,,,,
X27/28_2_6,0.0002136,,2.136E-04,,CCF of two components: X27-2 & X28-2,,Y,,,,,,,,,,,,,,,,,,,"X27-2,X28-2",,,,,
X27/28_2_7,0.0002136,,2.136E-04,,CCF of two components: X27-2 & X28-MT1,,Y,,,,,,,,,,,,,,,,,,,"X27-2,X28-MT1",,,,,
X27/28_2_8,0.0002136,,2.136E-04,,CCF of two components: X27-2 & X28-MT2,,Y,,,,,,,,,,,,,,,,,,,"X27-2,X28-MT2",,,,,
X27/28_3_4,0.0002136,,2.136E-04,,CCF of two components: X27-MT1 & X27-MT2,,Y,,,,,,,,,,,,,,,,,,,"X27-MT1,X27-MT2",,,,,
X27/28_3_5,0.0002136,,2.136E-04,,CCF of two components: X27-MT1 & X28-1,,Y,,,,,,,,,,,,,,,,,,,"X27-MT1,X28-1",,,,,
X27/28_3_6,0.0002136,,2.136E-04,,CCF of two components: X27-MT1 & X28-2,,Y,,,,,,,,,,,,,,,,,,,"X27-MT1,X28-2",,,,,
X27/28_3_7,0.0002136,,2.136E-04,,CCF of two components: X27-MT1 & X28-MT1,,Y,,,,,,,,,,,,,,,,,,,"X27-MT1,X28-MT1",,,,,
X27/28_3_8,0.0002136,,2.136E-04,,CCF of two components: X27-MT1 & X28-MT2,,Y,,,,,,,,,,,,,,,,,,,"X27-MT1,X28-MT2",,,,,
X27/28_4_5,0.0002136,,2.136E-04,,CCF of two components: X27-MT2 & X28-1,,Y,,,,,,,,,,,,,,,,,,,"X27-MT2,X28-1",,,,,
X27/28_4_6,0.0002136,,2.136E-04,,CCF of two components: X27-MT2 & X28-2,,Y,,,,,,,,,,,,,,,,,,,"X27-MT2,X28-2",,,,,
X27/28_4_7,0.0002136,,2.136E-04,,CCF of two components: X27-MT2 & X28-MT1,,Y,,,,,,,,,,,,,,,,,,,"X27-MT2,X28-MT1",,,,,
X27/28_4_8,0.0002136,,2.136E-04,,CCF of two components: X27-MT2 & X28-MT2,,Y,,,,,,,,,,,,,,,,,,,"X27-MT2,X28-MT2",,,,,
X27/28_5_6,0.0002136,,2.136E-04,,CCF of two components: X28-1 & X28-2,,Y,,,,,,,,,,,,,,,,,,,"X28-1,X28-2",,,,,
X27/28_5_7,0.0002136,,2.136E-04,,CCF of two components: X28-1 & X28-MT1,,Y,,,,,,,,,,,,,,,,,,,"X28-1,X28-MT1",,,,,
X27/28_5_8,0.0002136,,2.136E-04,,CCF of two components: X28-1 & X28-MT2,,Y,,,,,,,,,,,,,,,,,,,"X28-1,X28-MT2",,,,,
X27/28_6_7,0.0002136,,2.136E-04,,CCF of two components: X28-2 & X28-MT1,,Y,,,,,,,,,,,,,,,,,,,"X28-2,X28-MT1",,,,,
X27/28_6_8,0.0002136,,2.136E-04,,CCF of two components: X28-2 & X28-MT2,,Y,,,,,,,,,,,,,,,,,,,"X28-2,X28-MT2",,,,,
X27/28_7_8,0.0002136,,2.136E-04,,CCF of two components: X28-MT1 & X28-MT2,,Y,,,,,,,,,,,,,,,,,,,"X28-MT1,X28-MT2",,,,,
X27-1,0.005982036,3,DEMAND,,Valve C fails to open,,B,,,X27/28,,,,,,MOV-FTS-DEMAND,,,,,,,,,,,,,,,
X27-2,0.005982036,3,DEMAND,,Motor operated valve fail to change state,,B,,,X27/28,,,,,,MOV-FTS-DEMAND,,,,,,,,,,,,,,,
X27-MT1,0.005982036,3,DEMAND,,Valve C fails to open,,B,,,X27/28,,,,,,MOV-FTS-DEMAND,,,,,,,,,,,,,,,
X27-MT2,0.005982036,3,DEMAND,,Motor operated valve fail to change state,,B,,,X27/28,,,,,,MOV-FTS-DEMAND,,,,,,,,,,,,,,,
X28-1,0.005982036,3,DEMAND,,Valve D fails to open,,B,,,X27/28,,,,,,MOV-FTS-DEMAND,,,,,,,,,,,,,,,
X28-2,0.005982036,3,DEMAND,,Motor operated valve fail to change state,,B,,,X27/28,,,,,,MOV-FTS-DEMAND,,,,,,,,,,,,,,,
X28-MT1,0.005982036,3,DEMAND,,Valve D fails to open,,B,,,X27/28,,,,,,MOV-FTS-DEMAND,,,,,,,,,,,,,,,
X28-MT2,0.005982036,3,DEMAND,,Motor operated valve fail to change state,,B,,,X27/28,,,,,,MOV-FTS-DEMAND,,,,,,,,,,,,,,,
X29-1,0.005982036,3,DEMAND,,Outlet valve fails open,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X29-2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X29-MT1,0.005982036,3,DEMAND,,Outlet valve fails open,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X29-MT2,0.005982036,3,DEMAND,,valves - motor operated - fail to change state,,B,,,,,,,,,B6-VLVE-MOV-FTO,,,,,,,,,,,,,,,
X301-1,0.0009995002,3,DEMAND,,Bus 121 load fault not isolated,,U,,,,,,,,,B15-BRKR-GENERAL-FTO,,,,,,,,,,,,,,,
X301-1-MT,0.0009995002,3,DEMAND,,Bus 121 load fault not isolated,,U,,,,,,,,,B15-BRKR-GENERAL-FTO,,,,,,,,,,,,,,,
X302-1,0.0009995002,3,DEMAND,,Bus 122 load fault not isolated,,U,,,,,,,,,B15-BRKR-GENERAL-FTO,,,,,,,,,,,,,,,
X302-1-MT,0.0009995002,3,DEMAND,,Bus 122 load fault not isolated,,U,,,,,,,,,B15-BRKR-GENERAL-FTO,,,,,,,,,,,,,,,
X304-1,0.008721743,3,IE-YEAR,,Bus 122 unit 4kV feeder breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X304-1-MT,7.199741E-05,3,72H,,Bus 122 unit 4kV feeder breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X305-1,0.008721743,3,IE-YEAR,,Bus 121 offsite feeder breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X305-1-MT,7.199741E-05,3,72H,,Bus 121 offsite feeder breaker fails open,,U,,,,,,,,,B15-BRKR-GENERAL-SOP,,,,,,,,,,,,,,,
X306/312_1_2,0.03627,,3.627E-02,,CCF of two components: X306-1 & X306-1-MT,,Y,,,,,,,,,,,,,,,,,,,"X306-1,X306-1-MT",,,,,
X306/312_1_3,0.03627,,3.627E-02,,CCF of two components: X306-1 & X312-1,,Y,,,,,,,,,,,,,,,,,,,"X306-1,X312-1",,,,,
